INFO 2016-09-22 16:22:36,841 Training start
INFO 2016-09-22 17:51:17,511 Overall training accuracy is: 0.902023121387
INFO 2016-09-22 17:51:18,097 Overall test accuracy is: 0.754587155963
INFO 2016-09-22 17:51:41,276 Mean loss in 12th epoch is: 0.473940968513
INFO 2016-09-22 17:51:46,143 Overall training accuracy is: 0.932080924855
INFO 2016-09-22 17:51:46,750 Overall test accuracy is: 0.767201834862
INFO 2016-09-22 17:52:10,695 Mean loss in 13th epoch is: 0.411458849907
INFO 2016-09-22 17:52:15,597 Overall training accuracy is: 0.946820809249
INFO 2016-09-22 17:52:16,200 Overall test accuracy is: 0.756880733945
INFO 2016-09-22 17:52:33,482 Mean loss in 14th epoch is: 0.349109649658
INFO 2016-09-22 17:52:38,298 Overall training accuracy is: 0.964161849711
INFO 2016-09-22 17:52:38,935 Overall test accuracy is: 0.761467889908
INFO 2016-09-22 17:52:56,536 Mean loss in 15th epoch is: 0.293279737234
INFO 2016-09-22 17:53:01,254 Overall training accuracy is: 0.971387283237
INFO 2016-09-22 17:53:01,861 Overall test accuracy is: 0.759174311927
INFO 2016-09-22 17:53:19,209 Mean loss in 16th epoch is: 0.259277284145
INFO 2016-09-22 17:53:24,078 Overall training accuracy is: 0.978179190751
INFO 2016-09-22 17:53:24,694 Overall test accuracy is: 0.760321100917
INFO 2016-09-22 17:53:42,271 Mean loss in 17th epoch is: 0.239453181624
INFO 2016-09-22 17:53:47,184 Overall training accuracy is: 0.985404624277
INFO 2016-09-22 17:53:47,792 Overall test accuracy is: 0.756880733945
INFO 2016-09-22 17:54:05,398 Mean loss in 18th epoch is: 0.223314300179
INFO 2016-09-22 17:54:10,270 Overall training accuracy is: 0.988583815029
INFO 2016-09-22 17:54:10,845 Overall test accuracy is: 0.753440366972
INFO 2016-09-22 17:54:10,845 Normal Early stop
INFO 2016-09-22 17:54:10,845 Training complete
INFO 2016-09-22 17:55:13,105 Training start
WARNING 2016-09-22 17:55:13,750 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7fbd75bb4e90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 17:55:15,084 Sigmoid activation
INFO 2016-09-22 17:55:39,776 Mean loss in 0th epoch is: 1.26578271389
INFO 2016-09-22 17:55:44,700 Overall training accuracy is: 0.69436416185
INFO 2016-09-22 17:55:45,292 Overall test accuracy is: 0.686926605505
INFO 2016-09-22 17:56:07,932 Mean loss in 1th epoch is: 0.693550407887
INFO 2016-09-22 17:56:12,571 Overall training accuracy is: 0.701589595376
INFO 2016-09-22 17:56:13,204 Overall test accuracy is: 0.677752293578
INFO 2016-09-22 17:56:29,275 Mean loss in 2th epoch is: 0.669515252113
INFO 2016-09-22 17:56:33,816 Overall training accuracy is: 0.740317919075
INFO 2016-09-22 17:56:34,425 Overall test accuracy is: 0.723623853211
INFO 2016-09-22 17:56:56,790 Mean loss in 3th epoch is: 0.665991604328
INFO 2016-09-22 17:57:01,549 Overall training accuracy is: 0.717341040462
INFO 2016-09-22 17:57:02,160 Overall test accuracy is: 0.662844036697
INFO 2016-09-22 17:57:17,515 Mean loss in 4th epoch is: 0.657734811306
INFO 2016-09-22 17:57:22,180 Overall training accuracy is: 0.736994219653
INFO 2016-09-22 17:57:22,769 Overall test accuracy is: 0.706422018349
INFO 2016-09-22 17:57:38,302 Mean loss in 5th epoch is: 0.64624351263
INFO 2016-09-22 17:57:42,894 Overall training accuracy is: 0.75823699422
INFO 2016-09-22 17:57:43,489 Overall test accuracy is: 0.692660550459
INFO 2016-09-22 17:57:59,184 Mean loss in 6th epoch is: 0.637057125568
INFO 2016-09-22 17:58:03,781 Overall training accuracy is: 0.775289017341
INFO 2016-09-22 17:58:04,373 Overall test accuracy is: 0.715596330275
INFO 2016-09-22 17:58:20,204 Mean loss in 7th epoch is: 0.628689110279
INFO 2016-09-22 17:58:24,819 Overall training accuracy is: 0.781213872832
INFO 2016-09-22 17:58:25,437 Overall test accuracy is: 0.715596330275
INFO 2016-09-22 17:58:41,075 Mean loss in 8th epoch is: 0.604402959347
INFO 2016-09-22 17:58:45,716 Overall training accuracy is: 0.816907514451
INFO 2016-09-22 17:58:46,334 Overall test accuracy is: 0.73623853211
INFO 2016-09-22 17:59:10,049 Mean loss in 9th epoch is: 0.581346333027
INFO 2016-09-22 17:59:14,691 Overall training accuracy is: 0.86950867052
INFO 2016-09-22 17:59:15,299 Overall test accuracy is: 0.753440366972
INFO 2016-09-22 17:59:37,247 Mean loss in 10th epoch is: 0.54478085041
INFO 2016-09-22 17:59:41,877 Overall training accuracy is: 0.890751445087
INFO 2016-09-22 17:59:42,449 Overall test accuracy is: 0.755733944954
INFO 2016-09-22 18:00:04,106 Mean loss in 11th epoch is: 0.498283565044
INFO 2016-09-22 18:00:08,827 Overall training accuracy is: 0.90838150289
INFO 2016-09-22 18:00:09,431 Overall test accuracy is: 0.745412844037
INFO 2016-09-22 18:00:25,225 Mean loss in 12th epoch is: 0.441308259964
INFO 2016-09-22 18:00:29,819 Overall training accuracy is: 0.932514450867
INFO 2016-09-22 18:00:30,409 Overall test accuracy is: 0.753440366972
INFO 2016-09-22 18:00:46,251 Mean loss in 13th epoch is: 0.387023121119
INFO 2016-09-22 18:00:50,892 Overall training accuracy is: 0.954046242775
INFO 2016-09-22 18:00:51,481 Overall test accuracy is: 0.762614678899
INFO 2016-09-22 18:01:13,901 Mean loss in 14th epoch is: 0.326055169106
INFO 2016-09-22 18:01:18,548 Overall training accuracy is: 0.967485549133
INFO 2016-09-22 18:01:19,151 Overall test accuracy is: 0.751146788991
INFO 2016-09-22 18:01:34,770 Mean loss in 15th epoch is: 0.287948638201
INFO 2016-09-22 18:01:39,381 Overall training accuracy is: 0.974855491329
INFO 2016-09-22 18:01:39,944 Overall test accuracy is: 0.758027522936
INFO 2016-09-22 18:01:55,821 Mean loss in 16th epoch is: 0.248407676816
INFO 2016-09-22 18:02:00,410 Overall training accuracy is: 0.982803468208
INFO 2016-09-22 18:02:00,994 Overall test accuracy is: 0.762614678899
INFO 2016-09-22 18:02:16,877 Mean loss in 17th epoch is: 0.228277698159
INFO 2016-09-22 18:02:21,543 Overall training accuracy is: 0.987138728324
INFO 2016-09-22 18:02:22,147 Overall test accuracy is: 0.764908256881
INFO 2016-09-22 18:02:44,237 Mean loss in 18th epoch is: 0.215554773808
INFO 2016-09-22 18:02:49,049 Overall training accuracy is: 0.98887283237
INFO 2016-09-22 18:02:49,647 Overall test accuracy is: 0.76376146789
INFO 2016-09-22 18:03:05,391 Mean loss in 19th epoch is: 0.208717986941
INFO 2016-09-22 18:03:24,104 Training start
WARNING 2016-09-22 18:03:24,645 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f1b1502fe90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 18:03:25,929 Sigmoid activation
INFO 2016-09-22 18:03:50,679 Mean loss in 0th epoch is: 1.28705906868
INFO 2016-09-22 18:03:55,577 Overall training accuracy is: 0.489884393064
INFO 2016-09-22 18:03:56,183 Overall test accuracy is: 0.467889908257
INFO 2016-09-22 18:04:18,340 Mean loss in 1th epoch is: 0.693953037262
INFO 2016-09-22 18:04:23,028 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:04:23,654 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:04:45,648 Mean loss in 2th epoch is: 0.692615807056
INFO 2016-09-22 18:04:50,219 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:04:50,829 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:05:06,674 Mean loss in 3th epoch is: 0.694144785404
INFO 2016-09-22 18:05:11,483 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:05:12,120 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:05:27,923 Mean loss in 4th epoch is: 0.676671147346
INFO 2016-09-22 18:05:32,510 Overall training accuracy is: 0.707225433526
INFO 2016-09-22 18:05:33,145 Overall test accuracy is: 0.663990825688
INFO 2016-09-22 18:05:55,221 Mean loss in 5th epoch is: 0.658968687057
INFO 2016-09-22 18:05:59,891 Overall training accuracy is: 0.723121387283
INFO 2016-09-22 18:06:00,494 Overall test accuracy is: 0.692660550459
INFO 2016-09-22 18:06:22,328 Mean loss in 6th epoch is: 0.652130424976
INFO 2016-09-22 18:06:26,975 Overall training accuracy is: 0.749855491329
INFO 2016-09-22 18:06:27,566 Overall test accuracy is: 0.69380733945
INFO 2016-09-22 18:06:49,614 Mean loss in 7th epoch is: 0.633418321609
INFO 2016-09-22 18:07:09,390 Training start
WARNING 2016-09-22 18:07:09,980 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f373aee2e90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 18:07:11,248 Sigmoid activation
INFO 2016-09-22 18:07:37,012 Mean loss in 0th epoch is: 1.27289438248
INFO 2016-09-22 18:07:41,687 Overall training accuracy is: 0.687572254335
INFO 2016-09-22 18:07:42,217 Overall test accuracy is: 0.660550458716
INFO 2016-09-22 18:08:04,965 Mean loss in 1th epoch is: 0.681900382042
INFO 2016-09-22 18:08:09,618 Overall training accuracy is: 0.677312138728
INFO 2016-09-22 18:08:10,209 Overall test accuracy is: 0.676605504587
INFO 2016-09-22 18:08:32,912 Mean loss in 2th epoch is: 0.666505038738
INFO 2016-09-22 18:08:37,385 Overall training accuracy is: 0.715895953757
INFO 2016-09-22 18:08:37,931 Overall test accuracy is: 0.683486238532
INFO 2016-09-22 18:09:00,589 Mean loss in 3th epoch is: 0.660882472992
INFO 2016-09-22 18:09:05,026 Overall training accuracy is: 0.684682080925
INFO 2016-09-22 18:09:05,548 Overall test accuracy is: 0.642201834862
INFO 2016-09-22 18:09:21,796 Mean loss in 4th epoch is: 0.659704983234
INFO 2016-09-22 18:09:26,176 Overall training accuracy is: 0.745953757225
INFO 2016-09-22 18:09:26,749 Overall test accuracy is: 0.701834862385
INFO 2016-09-22 18:09:59,442 Training start
WARNING 2016-09-22 18:10:00,016 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7ff16e030e90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 18:10:01,312 Sigmoid activation
INFO 2016-09-22 18:10:26,389 Mean loss in 0th epoch is: 1.26162409782
INFO 2016-09-22 18:10:31,245 Overall training accuracy is: 0.648121387283
INFO 2016-09-22 18:10:31,847 Overall test accuracy is: 0.596330275229
INFO 2016-09-22 18:10:55,175 Mean loss in 1th epoch is: 0.683439612389
INFO 2016-09-22 18:10:59,896 Overall training accuracy is: 0.694797687861
INFO 2016-09-22 18:11:00,504 Overall test accuracy is: 0.685779816514
INFO 2016-09-22 18:11:23,077 Mean loss in 2th epoch is: 0.665113210678
INFO 2016-09-22 18:11:27,780 Overall training accuracy is: 0.704046242775
INFO 2016-09-22 18:11:28,419 Overall test accuracy is: 0.690366972477
INFO 2016-09-22 18:11:51,060 Mean loss in 3th epoch is: 0.661285340786
INFO 2016-09-22 18:11:55,732 Overall training accuracy is: 0.703323699422
INFO 2016-09-22 18:11:56,362 Overall test accuracy is: 0.669724770642
INFO 2016-09-22 18:12:12,188 Mean loss in 4th epoch is: 0.653703212738
INFO 2016-09-22 18:12:16,880 Overall training accuracy is: 0.724132947977
INFO 2016-09-22 18:12:17,493 Overall test accuracy is: 0.676605504587
INFO 2016-09-22 18:12:33,511 Mean loss in 5th epoch is: 0.654878854752
INFO 2016-09-22 18:12:38,244 Overall training accuracy is: 0.745953757225
INFO 2016-09-22 18:12:38,858 Overall test accuracy is: 0.697247706422
INFO 2016-09-22 18:13:01,092 Mean loss in 6th epoch is: 0.638553738594
INFO 2016-09-22 18:13:05,663 Overall training accuracy is: 0.785549132948
INFO 2016-09-22 18:13:06,260 Overall test accuracy is: 0.716743119266
INFO 2016-09-22 18:13:28,566 Mean loss in 7th epoch is: 0.622014582157
INFO 2016-09-22 18:13:33,279 Overall training accuracy is: 0.813728323699
INFO 2016-09-22 18:13:33,931 Overall test accuracy is: 0.733944954128
INFO 2016-09-22 18:13:56,617 Mean loss in 8th epoch is: 0.604191541672
INFO 2016-09-22 18:14:01,331 Overall training accuracy is: 0.842196531792
INFO 2016-09-22 18:14:01,962 Overall test accuracy is: 0.75
INFO 2016-09-22 18:14:23,691 Mean loss in 9th epoch is: 0.576023638248
INFO 2016-09-22 18:14:28,222 Overall training accuracy is: 0.85838150289
INFO 2016-09-22 18:14:28,847 Overall test accuracy is: 0.732798165138
INFO 2016-09-22 18:14:44,591 Mean loss in 10th epoch is: 0.542498707771
INFO 2016-09-22 18:14:49,184 Overall training accuracy is: 0.890751445087
INFO 2016-09-22 18:14:49,791 Overall test accuracy is: 0.759174311927
INFO 2016-09-22 18:15:44,719 Training start
WARNING 2016-09-22 18:15:45,294 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7fd280dafe90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 18:15:46,552 Sigmoid activation
INFO 2016-09-22 18:16:12,152 Mean loss in 0th epoch is: 1.28368890285
INFO 2016-09-22 18:16:16,885 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:16:17,496 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:16:40,889 Mean loss in 1th epoch is: 0.693421959877
INFO 2016-09-22 18:16:45,482 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:16:46,081 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:17:02,579 Mean loss in 2th epoch is: 0.69332832098
INFO 2016-09-22 18:17:07,191 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:17:07,771 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:17:24,393 Mean loss in 3th epoch is: 0.694182515144
INFO 2016-09-22 18:17:28,908 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:17:29,507 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:17:46,068 Mean loss in 4th epoch is: 0.692628741264
INFO 2016-09-22 18:17:50,594 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:17:51,188 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:18:07,480 Mean loss in 5th epoch is: 0.695358991623
INFO 2016-09-22 18:18:12,051 Overall training accuracy is: 0.521820809249
INFO 2016-09-22 18:18:12,652 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:18:29,168 Mean loss in 6th epoch is: 0.681261122227
INFO 2016-09-22 18:18:33,668 Overall training accuracy is: 0.640895953757
INFO 2016-09-22 18:18:34,229 Overall test accuracy is: 0.613532110092
INFO 2016-09-22 18:18:57,263 Mean loss in 7th epoch is: 0.659832835197
INFO 2016-09-22 18:19:01,686 Overall training accuracy is: 0.762861271676
INFO 2016-09-22 18:19:02,299 Overall test accuracy is: 0.730504587156
INFO 2016-09-22 18:19:25,277 Mean loss in 8th epoch is: 0.632472455502
INFO 2016-09-22 18:19:29,817 Overall training accuracy is: 0.793063583815
INFO 2016-09-22 18:19:30,394 Overall test accuracy is: 0.723623853211
INFO 2016-09-22 18:19:46,817 Mean loss in 9th epoch is: 0.61178123951
INFO 2016-09-22 18:19:51,404 Overall training accuracy is: 0.833815028902
INFO 2016-09-22 18:19:52,008 Overall test accuracy is: 0.733944954128
INFO 2016-09-22 18:20:14,792 Mean loss in 10th epoch is: 0.573932349682
INFO 2016-09-22 18:20:19,215 Overall training accuracy is: 0.864450867052
INFO 2016-09-22 18:20:19,822 Overall test accuracy is: 0.728211009174
INFO 2016-09-22 18:20:36,274 Mean loss in 11th epoch is: 0.534449338913
INFO 2016-09-22 18:20:40,731 Overall training accuracy is: 0.899421965318
INFO 2016-09-22 18:20:41,179 Overall test accuracy is: 0.756880733945
INFO 2016-09-22 18:21:03,716 Mean loss in 12th epoch is: 0.474741876125
INFO 2016-09-22 18:21:08,168 Overall training accuracy is: 0.927601156069
INFO 2016-09-22 18:21:08,721 Overall test accuracy is: 0.739678899083
INFO 2016-09-22 18:21:24,965 Mean loss in 13th epoch is: 0.414685457945
INFO 2016-09-22 18:21:29,465 Overall training accuracy is: 0.948988439306
INFO 2016-09-22 18:21:29,970 Overall test accuracy is: 0.780963302752
INFO 2016-09-22 18:21:52,420 Mean loss in 14th epoch is: 0.345390677452
INFO 2016-09-22 18:21:56,943 Overall training accuracy is: 0.964739884393
INFO 2016-09-22 18:21:57,499 Overall test accuracy is: 0.751146788991
INFO 2016-09-22 18:22:13,426 Mean loss in 15th epoch is: 0.295314669609
INFO 2016-09-22 18:22:17,942 Overall training accuracy is: 0.970375722543
INFO 2016-09-22 18:22:18,499 Overall test accuracy is: 0.761467889908
INFO 2016-09-22 18:22:34,809 Mean loss in 16th epoch is: 0.268926739693
INFO 2016-09-22 18:22:39,372 Overall training accuracy is: 0.979190751445
INFO 2016-09-22 18:22:39,968 Overall test accuracy is: 0.745412844037
INFO 2016-09-22 18:22:56,292 Mean loss in 17th epoch is: 0.240337863564
INFO 2016-09-22 18:23:00,951 Overall training accuracy is: 0.983959537572
INFO 2016-09-22 18:23:01,522 Overall test accuracy is: 0.770642201835
INFO 2016-09-22 18:23:17,591 Mean loss in 18th epoch is: 0.223741024733
INFO 2016-09-22 18:23:22,083 Overall training accuracy is: 0.987572254335
INFO 2016-09-22 18:23:22,609 Overall test accuracy is: 0.758027522936
INFO 2016-09-22 18:23:38,656 Mean loss in 19th epoch is: 0.211428537965
INFO 2016-09-22 18:23:43,196 Overall training accuracy is: 0.989450867052
INFO 2016-09-22 18:23:43,724 Overall test accuracy is: 0.760321100917
INFO 2016-09-22 18:23:43,724 Normal Early stop
INFO 2016-09-22 18:23:43,724 Training complete
INFO 2016-09-22 18:46:55,699 Training start
WARNING 2016-09-22 18:46:56,516 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f07560fcf90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 18:46:57,834 Sigmoid activation
INFO 2016-09-22 18:47:26,304 Mean loss in 0th epoch is: nan
INFO 2016-09-22 18:47:33,054 Overall training accuracy is: 0.478323699422
INFO 2016-09-22 18:47:33,904 Overall test accuracy is: 0.490825688073
INFO 2016-09-22 18:48:00,773 Training start
WARNING 2016-09-22 18:48:01,585 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f043c87ff90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 18:48:02,908 Sigmoid activation
INFO 2016-09-22 18:48:31,057 Mean loss in 0th epoch is: 1.29145789146
INFO 2016-09-22 18:48:38,093 Overall training accuracy is: 0.559682080925
INFO 2016-09-22 18:48:38,940 Overall test accuracy is: 0.526376146789
INFO 2016-09-22 18:49:04,424 Mean loss in 1th epoch is: 0.711569190025
INFO 2016-09-22 18:49:11,078 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:49:11,943 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:49:28,689 Mean loss in 2th epoch is: 0.693386375904
INFO 2016-09-22 18:49:35,387 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:49:36,221 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:49:53,999 Mean loss in 3th epoch is: 0.69248187542
INFO 2016-09-22 18:50:00,649 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:50:01,511 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:50:19,370 Mean loss in 4th epoch is: 0.69249612093
INFO 2016-09-22 18:50:26,054 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:50:26,925 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:50:44,977 Mean loss in 5th epoch is: 0.692498266697
INFO 2016-09-22 18:50:51,699 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:50:52,535 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:51:10,468 Mean loss in 6th epoch is: 0.69254386425
INFO 2016-09-22 18:51:16,984 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 18:51:17,840 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 18:51:17,840 Normal Early stop
INFO 2016-09-22 18:51:17,840 Training complete
INFO 2016-09-22 19:03:35,765 Training start
WARNING 2016-09-22 19:03:36,926 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f990066bf90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 19:03:38,533 Sigmoid activation
INFO 2016-09-22 19:04:05,959 Mean loss in 0th epoch is: 1.30200517178
INFO 2016-09-22 19:04:12,953 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 19:04:13,805 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 19:04:38,597 Mean loss in 1th epoch is: 0.693613350391
INFO 2016-09-22 19:04:45,219 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 19:04:46,090 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 19:05:03,448 Mean loss in 2th epoch is: 0.693222522736
INFO 2016-09-22 19:05:10,000 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 19:05:10,847 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 19:05:28,252 Mean loss in 3th epoch is: 0.693860769272
INFO 2016-09-22 19:05:34,872 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 19:05:35,709 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 19:05:52,917 Mean loss in 4th epoch is: 0.69247251749
INFO 2016-09-22 19:05:59,419 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 19:06:00,283 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 19:06:18,023 Mean loss in 5th epoch is: 0.692639529705
INFO 2016-09-22 19:06:24,477 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 19:06:25,322 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 19:06:42,622 Mean loss in 6th epoch is: 0.670590221882
INFO 2016-09-22 19:06:49,261 Overall training accuracy is: 0.682369942197
INFO 2016-09-22 19:06:50,099 Overall test accuracy is: 0.637614678899
INFO 2016-09-22 19:07:14,222 Mean loss in 7th epoch is: 0.652201712132
INFO 2016-09-22 19:07:20,704 Overall training accuracy is: 0.679335260116
INFO 2016-09-22 19:07:21,555 Overall test accuracy is: 0.625
INFO 2016-09-22 19:07:38,840 Mean loss in 8th epoch is: 0.632508039474
INFO 2016-09-22 19:07:45,394 Overall training accuracy is: 0.789884393064
INFO 2016-09-22 19:07:46,232 Overall test accuracy is: 0.721330275229
INFO 2016-09-22 19:08:10,300 Mean loss in 9th epoch is: 0.606048345566
INFO 2016-09-22 19:08:16,740 Overall training accuracy is: 0.835693641618
INFO 2016-09-22 19:08:17,616 Overall test accuracy is: 0.748853211009
INFO 2016-09-22 19:08:42,179 Mean loss in 10th epoch is: 0.574175179005
INFO 2016-09-22 19:08:48,707 Overall training accuracy is: 0.866329479769
INFO 2016-09-22 19:08:49,508 Overall test accuracy is: 0.724770642202
INFO 2016-09-22 19:09:06,807 Mean loss in 11th epoch is: 0.521895289421
INFO 2016-09-22 19:09:13,300 Overall training accuracy is: 0.901156069364
INFO 2016-09-22 19:09:14,140 Overall test accuracy is: 0.741972477064
INFO 2016-09-22 19:09:31,287 Mean loss in 12th epoch is: 0.461144119501
INFO 2016-09-22 19:09:37,688 Overall training accuracy is: 0.927601156069
INFO 2016-09-22 19:09:38,371 Overall test accuracy is: 0.751146788991
INFO 2016-09-22 19:10:02,757 Mean loss in 13th epoch is: 0.403540849686
INFO 2016-09-22 19:10:09,372 Overall training accuracy is: 0.949277456647
INFO 2016-09-22 19:10:10,192 Overall test accuracy is: 0.761467889908
INFO 2016-09-22 19:10:34,262 Mean loss in 14th epoch is: 0.337990581989
INFO 2016-09-22 19:10:40,723 Overall training accuracy is: 0.96098265896
INFO 2016-09-22 19:10:41,546 Overall test accuracy is: 0.738532110092
INFO 2016-09-22 19:10:58,654 Mean loss in 15th epoch is: 0.288056880236
INFO 2016-09-22 19:11:05,202 Overall training accuracy is: 0.975867052023
INFO 2016-09-22 19:11:06,022 Overall test accuracy is: 0.759174311927
INFO 2016-09-22 19:11:23,286 Mean loss in 16th epoch is: 0.254636019468
INFO 2016-09-22 19:11:29,682 Overall training accuracy is: 0.981647398844
INFO 2016-09-22 19:11:30,498 Overall test accuracy is: 0.769495412844
INFO 2016-09-22 19:11:54,757 Mean loss in 17th epoch is: 0.234268084168
INFO 2016-09-22 19:12:01,145 Overall training accuracy is: 0.986271676301
INFO 2016-09-22 19:12:01,967 Overall test accuracy is: 0.762614678899
INFO 2016-09-22 19:12:19,264 Mean loss in 18th epoch is: 0.219043761492
INFO 2016-09-22 19:12:25,815 Overall training accuracy is: 0.988005780347
INFO 2016-09-22 19:12:26,660 Overall test accuracy is: 0.755733944954
INFO 2016-09-22 19:12:43,824 Mean loss in 19th epoch is: 0.210508659482
INFO 2016-09-22 19:12:50,247 Overall training accuracy is: 0.98901734104
INFO 2016-09-22 19:12:51,078 Overall test accuracy is: 0.761467889908
INFO 2016-09-22 19:13:08,346 Mean loss in 20th epoch is: 0.203946769238
INFO 2016-09-22 19:13:14,924 Overall training accuracy is: 0.989450867052
INFO 2016-09-22 19:13:15,786 Overall test accuracy is: 0.761467889908
INFO 2016-09-22 19:13:33,004 Mean loss in 21th epoch is: 0.200008392334
INFO 2016-09-22 19:13:39,529 Overall training accuracy is: 0.990317919075
INFO 2016-09-22 19:13:40,385 Overall test accuracy is: 0.767201834862
INFO 2016-09-22 19:13:57,717 Mean loss in 22th epoch is: 0.197185814381
INFO 2016-09-22 19:14:04,286 Overall training accuracy is: 0.99161849711
INFO 2016-09-22 19:14:05,116 Overall test accuracy is: 0.768348623853
INFO 2016-09-22 19:14:05,116 Normal Early stop
INFO 2016-09-22 19:14:05,116 Training complete
INFO 2016-09-22 19:25:42,234 Training start
WARNING 2016-09-22 19:25:43,118 <tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f214e53ff90>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
INFO 2016-09-22 19:25:44,548 Sigmoid activation
INFO 2016-09-22 19:26:13,014 Mean loss in 0th epoch is: 1.2659085989
INFO 2016-09-22 19:26:19,852 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 19:26:20,692 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 19:26:46,488 Mean loss in 1th epoch is: 0.693981707096
INFO 2016-09-22 19:26:53,050 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 19:26:53,876 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 19:27:11,983 Mean loss in 2th epoch is: 0.694752216339
INFO 2016-09-22 19:27:18,414 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 19:27:19,281 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 19:27:37,475 Mean loss in 3th epoch is: 0.694449663162
INFO 2016-09-22 19:27:43,562 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 19:27:44,179 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 19:28:01,699 Mean loss in 4th epoch is: 0.692748188972
INFO 2016-09-22 19:28:08,001 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 19:28:08,780 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 19:28:26,791 Mean loss in 5th epoch is: 0.692513883114
INFO 2016-09-22 19:28:33,030 Overall training accuracy is: 0.521676300578
INFO 2016-09-22 19:28:33,844 Overall test accuracy is: 0.509174311927
INFO 2016-09-22 19:28:51,818 Mean loss in 6th epoch is: 0.692786872387
INFO 2016-09-22 19:28:58,176 Overall training accuracy is: 0.521676300578
